,embedding_dim,epochs,lr,model,num_negs_per_pos,hits@1,hits@3,hits@10,mean_reciprocal_rank
249,192,500,0.002,rgcn,70,0.09346846846846847,0.21621621621621623,0.4166666666666667,0.19818033277988434
250,480,300,0.001,distmult,1,0.16328828828828829,0.33896396396396394,0.4527027027027027,0.2728205919265747
251,64,400,0.1,complex,80,0.024774774774774775,0.04617117117117117,0.10472972972972973,0.055984824895858765
252,272,200,0.02,transe,100,0.0033783783783783786,0.0945945945945946,0.16103603603603603,0.06758082658052444
253,160,200,0.002,complex,40,0.0022522522522522522,0.0033783783783783786,0.006756756756756757,0.005971950478851795
254,192,200,0.002,rgcn,20,0.134009009009009,0.23423423423423423,0.37725225225225223,0.2139412313699722
255,112,200,0.001,transe,40,0.0,0.1036036036036036,0.14527027027027026,0.05853661522269249
256,352,200,0.1,distmult,60,0.12162162162162163,0.19031531531531531,0.3322072072072072,0.18798516690731049
257,256,400,0.1,complex,70,0.012387387387387387,0.03153153153153153,0.060810810810810814,0.035594455897808075
258,80,400,0.01,distmult,70,0.07207207207207207,0.2195945945945946,0.3524774774774775,0.16910420358181
259,432,300,0.001,rgcn,60,0.10135135135135136,0.22072072072072071,0.3975225225225225,0.1983698457479477
260,320,400,0.01,rgcn,90,0.05855855855855856,0.15765765765765766,0.30180180180180183,0.13823123276233673
261,96,100,0.05,rgcn,50,0.02364864864864865,0.1204954954954955,0.18355855855855857,0.08610416203737259
262,192,500,0.001,distmult,50,0.17792792792792791,0.31756756756756754,0.45495495495495497,0.2748074531555176
263,400,100,0.01,rgcn,30,0.07545045045045046,0.13288288288288289,0.24436936936936937,0.13351976871490479
264,304,500,0.001,complex,10,0.0011261261261261261,0.0011261261261261261,0.00563063063063063,0.004313693847507238
265,16,200,0.02,distmult,20,0.08333333333333333,0.14189189189189189,0.23085585585585586,0.13937930762767792
266,32,300,0.1,rgcn,70,0.0,0.0011261261261261261,0.0022522522522522522,0.0031026285141706467
267,192,100,0.002,rgcn,70,0.10810810810810811,0.20608108108108109,0.36036036036036034,0.1953601837158203
268,80,400,0.02,transe,10,0.0777027027027027,0.09797297297297297,0.16441441441441443,0.11010199785232545
269,176,300,0.02,transe,10,0.02027027027027027,0.10247747747747747,0.15878378378378377,0.07862738519906998
270,384,500,0.1,transe,60,0.07094594594594594,0.1036036036036036,0.13963963963963963,0.09747713804244995
271,432,500,0.1,complex,30,0.013513513513513514,0.02702702702702703,0.0731981981981982,0.03709349036216736
272,320,500,0.1,distmult,10,0.09346846846846847,0.14527027027027026,0.23310810810810811,0.14504189789295197
273,32,500,0.001,complex,30,0.0033783783783783786,0.006756756756756757,0.02364864864864865,0.012637093663215637
274,288,200,0.01,transe,100,0.0033783783783783786,0.08558558558558559,0.14864864864864866,0.062424704432487495
275,64,200,0.1,complex,50,0.0011261261261261261,0.024774774774774775,0.0777027027027027,0.030002856627106663
276,192,400,0.02,complex,20,0.007882882882882882,0.015765765765765764,0.04617117117117117,0.02318805269896984
277,144,300,0.02,complex,10,0.009009009009009009,0.02364864864864865,0.04391891891891892,0.025731859728693962
278,256,300,0.001,complex,20,0.0,0.0,0.0045045045045045045,0.0030274561140686274
279,400,100,0.002,transe,70,0.0,0.14189189189189189,0.17792792792792791,0.07834059745073318
280,112,200,0.002,distmult,30,0.12612612612612611,0.32432432432432434,0.44481981981981983,0.24586258828639987
281,432,300,0.005,distmult,90,0.10585585585585586,0.23986486486486486,0.38963963963963966,0.20150375366210938
282,64,500,0.002,complex,40,0.0,0.00563063063063063,0.013513513513513514,0.007164719048887491
283,128,400,0.005,complex,50,0.0011261261261261261,0.0045045045045045045,0.009009009009009009,0.006716374307870865
284,512,300,0.001,complex,50,0.0,0.0,0.0022522522522522522,0.0031533360015600924
285,352,400,0.005,rgcn,90,0.02702702702702703,0.0686936936936937,0.16103603603603603,0.0746193528175354
286,272,500,0.002,distmult,70,0.07995495495495496,0.24324324324324326,0.4189189189189189,0.1897298842668533
287,416,500,0.1,transe,30,0.0033783783783783786,0.021396396396396396,0.08220720720720721,0.026035219430923462
288,464,500,0.01,transe,100,0.08108108108108109,0.13288288288288289,0.18806306306306306,0.12345407158136368
289,256,200,0.05,transe,80,0.0731981981981982,0.10923423423423423,0.1463963963963964,0.10215713828802109
290,208,300,0.005,complex,1,0.0,0.0022522522522522522,0.013513513513513514,0.005950073711574078
291,64,200,0.02,complex,30,0.0011261261261261261,0.00563063063063063,0.019144144144144143,0.010538636706769466
292,432,300,0.1,distmult,90,0.11036036036036036,0.20270270270270271,0.32995495495495497,0.18486885726451874
293,480,400,0.002,distmult,1,0.13963963963963963,0.3141891891891892,0.4774774774774775,0.25204962491989136
294,448,500,0.005,rgcn,90,0.04054054054054054,0.16554054054054054,0.31756756756756754,0.1363733410835266
295,416,400,0.05,rgcn,60,0.0259009009009009,0.0686936936936937,0.14189189189189189,0.06785814464092255
296,32,400,0.05,rgcn,30,0.06644144144144144,0.13963963963963963,0.20945945945945946,0.11989926546812057
297,96,100,0.02,rgcn,50,0.06644144144144144,0.12725225225225226,0.2376126126126126,0.1251249611377716
298,512,400,0.02,complex,60,0.0045045045045045045,0.010135135135135136,0.03153153153153153,0.017036158591508865
299,128,400,0.05,transe,100,0.016891891891891893,0.09121621621621621,0.15427927927927929,0.07089471071958542
300,16,500,0.001,distmult,80,0.059684684684684686,0.22184684684684686,0.356981981981982,0.16666598618030548
301,96,400,0.1,complex,80,0.02252252252252252,0.04279279279279279,0.09346846846846847,0.04914612323045731
302,432,100,0.001,rgcn,20,0.11373873873873874,0.20833333333333334,0.30855855855855857,0.18622927367687225
303,480,100,0.005,rgcn,100,0.04054054054054054,0.06644144144144144,0.10247747747747747,0.06884792447090149
304,96,500,0.02,distmult,1,0.0990990990990991,0.16441441441441443,0.2635135135135135,0.15652401745319366
305,512,100,0.05,rgcn,50,0.02364864864864865,0.05518018018018018,0.14864864864864866,0.06579344719648361
306,208,300,0.02,complex,80,0.0011261261261261261,0.0022522522522522522,0.018018018018018018,0.009414348751306534
307,320,500,0.05,distmult,50,0.05630630630630631,0.15427927927927929,0.3063063063063063,0.14051494002342224
308,496,100,0.1,rgcn,50,0.03490990990990991,0.09346846846846847,0.2072072072072072,0.09493272006511688
309,208,300,0.05,distmult,80,0.08445945945945946,0.20270270270270271,0.35585585585585583,0.1756688356399536
310,400,200,0.002,complex,70,0.0,0.0,0.0011261261261261261,0.0021737904753535986
311,48,100,0.001,complex,90,0.0,0.0022522522522522522,0.00563063063063063,0.003942796960473061
312,32,500,0.002,rgcn,60,0.07094594594594594,0.17229729729729729,0.34234234234234234,0.16411198675632477
313,416,400,0.002,transe,100,0.05067567567567568,0.15427927927927929,0.1981981981981982,0.11392930895090103
314,416,100,0.05,transe,40,0.07207207207207207,0.1036036036036036,0.16554054054054054,0.09621981531381607
315,80,200,0.05,complex,10,0.0033783783783783786,0.01463963963963964,0.04954954954954955,0.021761147305369377
316,224,500,0.01,transe,40,0.060810810810810814,0.10698198198198199,0.14977477477477477,0.10011527687311172
317,32,200,0.002,complex,70,0.0,0.0033783783783783786,0.012387387387387387,0.007587933447211982
318,96,400,0.01,complex,90,0.0033783783783783786,0.009009009009009009,0.024774774774774775,0.013844670727849005
319,240,500,0.02,rgcn,40,0.07207207207207207,0.14752252252252251,0.2725225225225225,0.13991142809391022
320,64,500,0.02,transe,1,0.0045045045045045045,0.04054054054054054,0.15990990990990991,0.050301153212785714
321,112,500,0.001,distmult,40,0.18243243243243243,0.3141891891891892,0.44144144144144143,0.2738359570503235
322,160,100,0.02,rgcn,50,0.05630630630630631,0.12162162162162163,0.23085585585585586,0.11894236505031586
323,144,400,0.05,transe,90,0.02364864864864865,0.11373873873873874,0.16441441441441443,0.0839046761393547
324,304,100,0.05,distmult,40,0.11599099099099099,0.19144144144144143,0.28153153153153154,0.17775851488113403
325,224,300,0.005,transe,10,0.041666666666666664,0.11148648648648649,0.20833333333333334,0.09600774943828583
326,432,200,0.05,transe,70,0.08333333333333333,0.12387387387387387,0.15315315315315314,0.10645895451307297
327,160,300,0.005,distmult,50,0.08671171171171171,0.23310810810810811,0.3581081081081081,0.18497081100940704
328,368,400,0.01,distmult,60,0.11824324324324324,0.20945945945945946,0.34684684684684686,0.19066858291625977
329,400,500,0.1,distmult,1,0.05292792792792793,0.08896396396396396,0.13288288288288289,0.08609653264284134
330,304,300,0.05,distmult,90,0.11711711711711711,0.1858108108108108,0.2916666666666667,0.1761455237865448
331,464,200,0.002,rgcn,50,0.09121621621621621,0.22297297297297297,0.38513513513513514,0.19068004190921783
332,256,300,0.001,rgcn,10,0.0990990990990991,0.19369369369369369,0.356981981981982,0.18618427217006683
333,368,400,0.001,transe,50,0.060810810810810814,0.15315315315315314,0.17792792792792791,0.11336790770292283
334,448,400,0.01,transe,90,0.08558558558558559,0.14527027027027026,0.21058558558558557,0.1321437656879425
335,160,200,0.02,transe,30,0.018018018018018018,0.11711711711711711,0.17905405405405406,0.08371847122907639
336,512,400,0.01,distmult,40,0.07094594594594594,0.17229729729729729,0.34572072072072074,0.1606690138578415
337,384,500,0.005,distmult,80,0.11148648648648649,0.25,0.39414414414414417,0.20813561975955963
338,512,300,0.05,rgcn,90,0.013513513513513514,0.028153153153153154,0.09121621621621621,0.039889391511678696
339,224,200,0.005,distmult,90,0.08671171171171171,0.20382882882882883,0.3400900900900901,0.17359748482704163
340,320,300,0.001,transe,70,0.019144144144144143,0.15427927927927929,0.18806306306306306,0.09329713881015778
341,464,100,0.005,complex,30,0.0,0.0033783783783783786,0.0045045045045045045,0.004258153028786182
342,448,100,0.05,complex,40,0.006756756756756757,0.010135135135135136,0.015765765765765764,0.012432401999831201
343,96,300,0.01,distmult,70,0.11261261261261261,0.27364864864864863,0.41103603603603606,0.21810266375541687
344,256,100,0.1,rgcn,60,0.036036036036036036,0.057432432432432436,0.11711711711711711,0.06778550893068314
345,272,100,0.1,rgcn,70,0.016891891891891893,0.04054054054054054,0.0945945945945946,0.04631764069199562
346,224,200,0.001,distmult,10,0.19932432432432431,0.3547297297297297,0.4831081081081081,0.29594945907592773
347,32,400,0.005,transe,40,0.04391891891891892,0.10472972972972973,0.1858108108108108,0.09571443498134613
348,336,500,0.02,rgcn,50,0.028153153153153154,0.11036036036036036,0.23423423423423423,0.10152295976877213
349,272,500,0.001,distmult,70,0.11373873873873874,0.2702702702702703,0.4189189189189189,0.21759989857673648
350,240,500,0.01,complex,90,0.0011261261261261261,0.0022522522522522522,0.015765765765765764,0.010568801313638687
351,496,500,0.001,complex,40,0.0,0.0,0.0022522522522522522,0.002958718221634626
352,144,500,0.05,distmult,20,0.06756756756756757,0.17342342342342343,0.268018018018018,0.14454440772533417
353,448,400,0.01,distmult,20,0.1036036036036036,0.20157657657657657,0.36599099099099097,0.18801917135715487
354,368,400,0.05,transe,100,0.02027027027027027,0.06418918918918919,0.09121621621621621,0.05015416443347931
355,112,500,0.005,transe,90,0.05518018018018018,0.14414414414414414,0.23310810810810811,0.12040767073631287
356,144,500,0.05,complex,40,0.02027027027027027,0.04054054054054054,0.09346846846846847,0.046352319419384
357,224,300,0.002,distmult,90,0.1204954954954955,0.2668918918918919,0.43018018018018017,0.22176495194435122
358,288,200,0.01,transe,70,0.02364864864864865,0.11599099099099099,0.18018018018018017,0.08856672048568726
359,288,500,0.1,complex,30,0.016891891891891893,0.03265765765765766,0.07545045045045046,0.04009565711021423
360,48,300,0.01,rgcn,80,0.1204954954954955,0.25225225225225223,0.44932432432432434,0.22855347394943235
361,32,400,0.02,complex,30,0.07995495495495496,0.13063063063063063,0.19481981981981983,0.1220136508345604
362,224,300,0.002,rgcn,80,0.11261261261261261,0.1981981981981982,0.393018018018018,0.19887897372245789
363,512,200,0.02,rgcn,60,0.03153153153153153,0.06756756756756757,0.1858108108108108,0.08089891076087952
364,304,100,0.1,complex,20,0.03490990990990991,0.0518018018018018,0.07657657657657657,0.05379051715135574
365,336,100,0.01,transe,20,0.02252252252252252,0.0945945945945946,0.14977477477477477,0.0714794173836708
366,112,500,0.001,complex,100,0.0,0.0033783783783783786,0.009009009009009009,0.00547366077080369
367,416,100,0.005,transe,10,0.05292792792792793,0.09684684684684684,0.1768018018018018,0.0963858813047409
368,288,400,0.002,rgcn,70,0.07882882882882883,0.22972972972972974,0.40540540540540543,0.18676497042179108
369,256,300,0.1,transe,80,0.016891891891891893,0.05292792792792793,0.13063063063063063,0.05268949270248413
370,176,300,0.005,distmult,20,0.14752252252252251,0.2713963963963964,0.4177927927927928,0.23722423613071442
371,224,300,0.001,complex,40,0.0,0.0,0.0045045045045045045,0.002576888771727681
372,32,300,0.01,rgcn,100,0.10810810810810811,0.2376126126126126,0.4177927927927928,0.21304978430271151
373,464,300,0.05,rgcn,20,0.02364864864864865,0.04391891891891892,0.0945945945945946,0.05306223407387734
374,208,400,0.001,rgcn,100,0.12725225225225226,0.24324324324324326,0.41103603603603606,0.22501565515995023
375,304,500,0.05,distmult,100,0.11036036036036036,0.17004504504504506,0.30180180180180183,0.17185986042022705
376,128,200,0.05,transe,40,0.07207207207207207,0.09346846846846847,0.1463963963963964,0.09742886573076248
377,272,500,0.05,transe,90,0.007882882882882882,0.08558558558558559,0.14414414414414414,0.060406580567359924
378,256,400,0.002,rgcn,60,0.07882882882882883,0.20833333333333334,0.40427927927927926,0.1829521358013153
379,400,300,0.01,distmult,40,0.12725225225225226,0.22522522522522523,0.4009009009009009,0.21477550268173218
380,16,400,0.01,distmult,20,0.04842342342342342,0.11936936936936937,0.17567567567567569,0.10263480991125107
381,368,500,0.001,transe,70,0.03490990990990991,0.15090090090090091,0.1858108108108108,0.10222708433866501
382,432,300,0.02,rgcn,10,0.024774774774774775,0.06756756756756757,0.15765765765765766,0.07235977053642273
383,432,500,0.005,distmult,10,0.09346846846846847,0.23648648648648649,0.3963963963963964,0.19539055228233337
384,304,100,0.1,transe,90,0.0033783783783783786,0.03490990990990991,0.16103603603603603,0.04269017279148102
385,416,500,0.01,rgcn,1,0.03490990990990991,0.08445945945945946,0.18018018018018017,0.0841129720211029
386,128,400,0.02,complex,50,0.0033783783783783786,0.013513513513513514,0.03153153153153153,0.018878836184740067
387,304,400,0.02,complex,40,0.0045045045045045045,0.007882882882882882,0.03153153153153153,0.016210101544857025
388,144,100,0.01,distmult,60,0.07657657657657657,0.20495495495495494,0.36599099099099097,0.16753016412258148
389,464,100,0.02,distmult,90,0.12274774774774774,0.19707207207207209,0.32882882882882886,0.18642529845237732
390,304,200,0.01,transe,30,0.06981981981981981,0.09797297297297297,0.16666666666666666,0.10201477259397507
391,48,400,0.005,distmult,40,0.06981981981981981,0.17567567567567569,0.2759009009009009,0.1419290155172348
392,320,300,0.001,transe,10,0.021396396396396396,0.1554054054054054,0.18693693693693694,0.09516414254903793
393,16,100,0.02,complex,80,0.0033783783783783786,0.009009009009009009,0.030405405405405407,0.01632256805896759
394,272,400,0.005,rgcn,1,0.08220720720720721,0.12387387387387387,0.17567567567567569,0.12100275605916978
395,448,100,0.01,transe,70,0.0731981981981982,0.11711711711711711,0.17905405405405406,0.11168547719717024
396,272,200,0.005,complex,60,0.0011261261261261261,0.0033783783783783786,0.0045045045045045045,0.005184025038033724
397,176,500,0.002,rgcn,80,0.11936936936936937,0.24436936936936937,0.4155405405405405,0.21660311520099637
398,48,300,0.002,rgcn,20,0.0731981981981982,0.18355855855855857,0.34797297297297297,0.16585320234298706
399,512,200,0.05,transe,40,0.01463963963963964,0.08896396396396396,0.13063063063063063,0.06382616609334946
400,32,300,0.002,transe,30,0.04504504504504504,0.07657657657657657,0.13063063063063063,0.07699856162071228
401,288,500,0.02,complex,30,0.009009009009009009,0.016891891891891893,0.05292792792792793,0.027161043137311935
402,272,400,0.001,complex,80,0.0,0.0011261261261261261,0.0045045045045045045,0.003806095570325851
403,240,500,0.01,complex,80,0.0033783783783783786,0.009009009009009009,0.036036036036036036,0.01648293063044548
404,512,300,0.02,rgcn,20,0.018018018018018018,0.07094594594594594,0.2072072072072072,0.07670541107654572
405,464,300,0.1,distmult,90,0.08445945945945946,0.17342342342342343,0.2927927927927928,0.1566697657108307
406,496,100,0.05,complex,100,0.0022522522522522522,0.006756756756756757,0.015765765765765764,0.00882591400295496
407,464,300,0.002,complex,50,0.0,0.0033783783783783786,0.006756756756756757,0.0045247613452374935
408,192,400,0.001,distmult,80,0.2072072072072072,0.34797297297297297,0.4797297297297297,0.3035670220851898
409,496,400,0.001,rgcn,100,0.07995495495495496,0.22072072072072071,0.41103603603603606,0.18637529015541077
410,128,100,0.1,rgcn,80,0.041666666666666664,0.07657657657657657,0.13288288288288289,0.07762578129768372
411,112,100,0.01,transe,50,0.039414414414414414,0.11261261261261261,0.15878378378378377,0.0899830088019371
412,416,400,0.002,rgcn,70,0.09572072072072071,0.21509009009009009,0.36936936936936937,0.18922828137874603
413,48,400,0.01,complex,70,0.0022522522522522522,0.01126126126126126,0.033783783783783786,0.018902480602264404
414,512,500,0.05,transe,50,0.10135135135135136,0.11036036036036036,0.14527027027027026,0.1148374080657959
415,416,100,0.001,transe,70,0.0,0.14527027027027026,0.16554054054054054,0.07568033039569855
416,352,500,0.01,distmult,10,0.11936936936936937,0.27927927927927926,0.44256756756756754,0.22524148225784302
417,320,400,0.05,distmult,50,0.06644144144144144,0.17905405405405406,0.34346846846846846,0.1566711813211441
418,384,100,0.01,rgcn,10,0.04279279279279279,0.11148648648648649,0.2072072072072072,0.10295721888542174
419,512,500,0.05,distmult,100,0.06756756756756757,0.1677927927927928,0.31756756756756754,0.14966192841529846
420,96,100,0.05,complex,90,0.0011261261261261261,0.0022522522522522522,0.01463963963963964,0.007194338832050562
421,48,500,0.005,complex,80,0.0033783783783783786,0.01126126126126126,0.03265765765765766,0.018053380772471428
422,304,100,0.001,transe,10,0.0,0.125,0.15765765765765766,0.06843749433755875
423,336,100,0.02,transe,40,0.07545045045045046,0.10810810810810811,0.16441441441441443,0.1089842915534973
424,480,200,0.001,distmult,100,0.1554054054054054,0.35135135135135137,0.47635135135135137,0.27081698179244995
425,112,100,0.1,transe,30,0.0011261261261261261,0.05855855855855856,0.15990990990990991,0.04344404861330986
426,448,200,0.01,distmult,70,0.11261261261261261,0.24662162162162163,0.38626126126126126,0.20712631940841675
427,224,100,0.1,rgcn,10,0.018018018018018018,0.04391891891891892,0.10472972972972973,0.052916496992111206
428,80,500,0.1,transe,20,0.013513513513513514,0.06531531531531531,0.15765765765765766,0.06167112663388252
429,432,300,0.001,distmult,70,0.14977477477477477,0.3333333333333333,0.46734234234234234,0.26776525378227234
430,16,400,0.05,distmult,70,0.08671171171171171,0.12162162162162163,0.17792792792792791,0.12428498268127441
431,512,500,0.02,distmult,60,0.06644144144144144,0.18130630630630631,0.38400900900900903,0.16559992730617523
432,368,100,0.02,complex,100,0.0,0.0011261261261261261,0.0045045045045045045,0.0031166328117251396
433,416,500,0.001,distmult,1,0.21509009009009009,0.39076576576576577,0.5011261261261262,0.3197031021118164
434,144,500,0.005,complex,60,0.0022522522522522522,0.0033783783783783786,0.01126126126126126,0.007507842965424062
435,368,400,0.001,transe,1,0.009009009009009009,0.09009009009009009,0.1554054054054054,0.0647408738732338
436,448,300,0.005,complex,1,0.0,0.0033783783783783786,0.00563063063063063,0.004538136534392834
437,144,200,0.1,transe,60,0.10247747747747747,0.10585585585585586,0.13513513513513514,0.11346643418073653
438,240,400,0.1,rgcn,50,0.01463963963963964,0.05067567567567568,0.09234234234234234,0.04524298012256622
439,224,200,0.005,transe,100,0.02252252252252252,0.11824324324324324,0.1891891891891892,0.08396591991186142
440,192,300,0.002,rgcn,1,0.09234234234234234,0.15765765765765766,0.25675675675675674,0.15198855102062225
441,480,500,0.05,rgcn,70,0.03153153153153153,0.09009009009009009,0.23536036036036037,0.09541313350200653
442,208,100,0.01,distmult,100,0.11936936936936937,0.26126126126126126,0.4099099099099099,0.22044487297534945
443,304,200,0.01,transe,70,0.039414414414414414,0.11036036036036036,0.14414414414414414,0.08657342940568924
444,336,500,0.1,complex,90,0.02027027027027027,0.04054054054054054,0.0990990990990991,0.047645047307014465
445,384,200,0.002,rgcn,70,0.10698198198198199,0.22747747747747749,0.4009009009009009,0.20087742805480957
446,384,100,0.005,rgcn,50,0.01126126126126126,0.028153153153153154,0.08896396396396396,0.043820880353450775
447,512,300,0.002,complex,80,0.0,0.0,0.0022522522522522522,0.0032052909955382347
448,16,500,0.05,rgcn,40,0.0,0.0,0.0011261261261261261,0.007712635677307844
449,160,200,0.05,transe,100,0.0731981981981982,0.11261261261261261,0.1554054054054054,0.10028555244207382
450,464,300,0.005,rgcn,50,0.08445945945945946,0.16891891891891891,0.28040540540540543,0.15471120178699493
451,400,200,0.002,complex,30,0.0,0.0,0.0011261261261261261,0.002228930126875639
452,384,500,0.02,rgcn,70,0.041666666666666664,0.1204954954954955,0.22972972972972974,0.11003281176090242
453,112,300,0.01,transe,100,0.07882882882882883,0.11936936936936937,0.17229729729729729,0.11831463128328325
454,48,400,0.01,distmult,20,0.04504504504504504,0.09684684684684684,0.18355855855855857,0.09451411664485931
455,480,200,0.02,complex,20,0.0022522522522522522,0.007882882882882882,0.02027027027027027,0.010635817423462868
456,96,500,0.05,rgcn,10,0.0,0.0011261261261261261,0.00563063063063063,0.007119863294064999
457,464,200,0.1,complex,20,0.016891891891891893,0.02702702702702703,0.06306306306306306,0.03681387007236481
458,80,400,0.1,distmult,60,0.08783783783783784,0.14527027027027026,0.25225225225225223,0.14677126705646515
459,480,400,0.002,distmult,90,0.0731981981981982,0.20833333333333334,0.37274774774774777,0.17171096801757812
460,224,200,0.001,distmult,80,0.18130630630630631,0.32319819819819817,0.45157657657657657,0.2741556167602539
461,176,400,0.005,distmult,1,0.14076576576576577,0.2668918918918919,0.38626126126126126,0.22734902799129486
462,80,400,0.02,rgcn,10,0.006756756756756757,0.038288288288288286,0.10135135135135136,0.041175149381160736
463,400,400,0.1,complex,40,0.02027027027027027,0.03490990990990991,0.07545045045045046,0.04207165911793709
464,64,200,0.1,rgcn,60,0.0011261261261261261,0.015765765765765764,0.09009009009009009,0.024069843813776973
465,64,300,0.005,rgcn,30,0.1036036036036036,0.2072072072072072,0.3524774774774775,0.19128060340881348
466,32,300,0.002,distmult,40,0.14977477477477477,0.24211711711711711,0.3130630630630631,0.21478570997714994
467,496,400,0.002,distmult,10,0.07432432432432433,0.24211711711711711,0.3963963963963964,0.18411028385162354
468,336,200,0.01,distmult,1,0.12837837837837837,0.25900900900900903,0.38513513513513514,0.21729360520839688
469,432,500,0.01,rgcn,100,0.02027027027027027,0.07207207207207207,0.22184684684684686,0.08102487772703171
470,32,300,0.01,complex,30,0.006756756756756757,0.009009009009009009,0.04391891891891892,0.020616361871361732
471,352,400,0.1,rgcn,60,0.05067567567567568,0.10135135135135136,0.17567567567567569,0.09563114494085312
472,192,200,0.002,complex,90,0.0,0.0011261261261261261,0.0033783783783783786,0.0035403419751673937
473,192,300,0.1,rgcn,100,0.0011261261261261261,0.0033783783783783786,0.0731981981981982,0.023692667484283447
474,384,100,0.1,rgcn,80,0.02702702702702703,0.08220720720720721,0.16216216216216217,0.07848285138607025
475,400,200,0.1,rgcn,100,0.02364864864864865,0.060810810810810814,0.15653153153153154,0.0696103647351265
476,288,500,0.05,distmult,1,0.0472972972972973,0.09009009009009009,0.18018018018018017,0.0939856469631195
477,448,100,0.002,rgcn,20,0.09234234234234234,0.16891891891891891,0.31756756756756754,0.16647420823574066
478,448,300,0.02,rgcn,70,0.01126126126126126,0.04054054054054054,0.10810810810810811,0.04814290627837181
479,16,200,0.01,rgcn,100,0.0990990990990991,0.17004504504504506,0.29954954954954954,0.16610363125801086
480,144,300,0.001,rgcn,30,0.125,0.20608108108108109,0.37274774774774777,0.20384013652801514
481,512,200,0.005,complex,80,0.0,0.0,0.0033783783783783786,0.0034324205480515957
482,464,100,0.005,transe,80,0.006756756756756757,0.11936936936936937,0.17342342342342343,0.07589266449213028
483,512,100,0.02,transe,80,0.06531531531531531,0.1036036036036036,0.13851351351351351,0.09578200429677962
484,464,500,0.001,complex,90,0.0,0.0033783783783783786,0.00563063063063063,0.00454562297090888
485,64,100,0.001,complex,10,0.0022522522522522522,0.0022522522522522522,0.0033783783783783786,0.004789498168975115
486,448,500,0.05,complex,10,0.021396396396396396,0.03153153153153153,0.057432432432432436,0.04004484415054321
487,96,400,0.001,rgcn,60,0.12162162162162163,0.23648648648648649,0.4155405405405405,0.21964812278747559
488,128,300,0.01,rgcn,100,0.10810810810810811,0.21058558558558557,0.3355855855855856,0.19077333807945254
489,160,200,0.002,complex,90,0.0022522522522522522,0.0033783783783783786,0.006756756756756757,0.006111423019319773
490,336,400,0.1,transe,70,0.038288288288288286,0.11261261261261261,0.12612612612612611,0.07138648629188538
491,48,400,0.001,rgcn,70,0.08558558558558559,0.20045045045045046,0.34346846846846846,0.17435069382190704
492,512,200,0.02,transe,60,0.07432432432432433,0.09121621621621621,0.14752252252252251,0.10026635974645615
493,464,200,0.001,rgcn,1,0.10472972972972973,0.14864864864864866,0.23423423423423423,0.1560584455728531
494,112,100,0.002,transe,80,0.0,0.10472972972972973,0.14527027027027026,0.05999070778489113
495,192,100,0.005,rgcn,100,0.09009009009009009,0.19707207207207209,0.375,0.1829536259174347
496,16,100,0.001,rgcn,20,0.02364864864864865,0.11036036036036036,0.16216216216216217,0.08305578678846359
497,416,300,0.02,transe,10,0.07207207207207207,0.08333333333333333,0.13175675675675674,0.09296856820583344
498,272,300,0.002,rgcn,70,0.11036036036036036,0.2376126126126126,0.40765765765765766,0.21230536699295047
499,32,500,0.02,transe,50,0.07995495495495496,0.14977477477477477,0.2376126126126126,0.13807746767997742
